stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,wheelchair_boarding,out_of_service
200423,200423,"Àngel Guimerà - Villa",Pal,41.46726042,2.07956916,https://app.ambmobilitat.cat/stops/busamb:200423,0,0
200424,200424,"Av. Gràcia - Mariné",Pal,41.46622684,2.0855203,https://app.ambmobilitat.cat/stops/busamb:200424,0,0
200929,200929,"Institut Pere Calders",Pal,41.50598987,2.10280011,https://app.ambmobilitat.cat/stops/busamb:200929,0,0
200928,200928,"Creu Casas",Pal,41.48976305,2.10689483,https://app.ambmobilitat.cat/stops/busamb:200928,0,0
200927,200927,"Llum - Sincrotró",Banderola,41.48580888,2.11011818,https://app.ambmobilitat.cat/stops/busamb:200927,0,0
200425,200425,"Av. Gràcia - Sant Francesc Xavier",Pal,41.46456332,2.08683191,https://app.ambmobilitat.cat/stops/busamb:200425,0,0
200426,200426,"Can Vasconsel",Banderola,41.45514732,2.09027117,https://app.ambmobilitat.cat/stops/busamb:200426,0,0
200427,200427,"Ctra. de la Rabassada (La Floresta)",Pal,41.44984168,2.09095647,https://app.ambmobilitat.cat/stops/busamb:200427,0,0
200428,200428,"Ctra. de la Floresta",Pal,41.44723047,2.09416842,https://app.ambmobilitat.cat/stops/busamb:200428,0,0
200429,200429,"Sol i Aire",Pal,41.43826809,2.10442519,https://app.ambmobilitat.cat/stops/busamb:200429,0,0
200430,200430,"Ctra. Arrabassada - Can Cortès",Pal,41.43109276,2.10957973,https://app.ambmobilitat.cat/stops/busamb:200430,0,0
200431,200431,"Ctra. Arrabassada - Sant Medir",Banderola,41.43032556,2.11302703,https://app.ambmobilitat.cat/stops/busamb:200431,0,0
200432,200432,"Ctra. Arrabassada - Tibidabo",Pal,41.42846132,2.12235173,https://app.ambmobilitat.cat/stops/busamb:200432,0,0
200925,200925,"Can Calopa",Banderola,41.46490783,2.0183303,https://app.ambmobilitat.cat/stops/busamb:200925,0,0
200926,200926,"Can Calopa",Marquesina,41.46472969,2.01772748,https://app.ambmobilitat.cat/stops/busamb:200926,0,0
200433,200433,"Ctra. de Rubí (Centre Comercial)",Pal,41.48090953,2.05362415,https://app.ambmobilitat.cat/stops/busamb:200433,0,0
200434,200434,"Ctra. de Rubí, Km 14,5 - C. Prat de la Riba",Pal,41.47911507,2.06412366,https://app.ambmobilitat.cat/stops/busamb:200434,0,0
200435,200435,"Av. Rius i Taulet - Ctra. de Granollers",Pal,41.47779079,2.07069507,https://app.ambmobilitat.cat/stops/busamb:200435,0,0
200436,200436,"Av. Rius i Taulet - C. del Montseny",Pal,41.47379519,2.07800208,https://app.ambmobilitat.cat/stops/busamb:200436,0,0
200437,200437,"Av. Rius i Taulet - C. del Montseny",Marquesina,41.4734641,2.07870951,https://app.ambmobilitat.cat/stops/busamb:200437,0,0
200438,200438,"Av. Rius i Taulet - Ctra. de Granollers",Pal,41.47801837,2.07021496,https://app.ambmobilitat.cat/stops/busamb:200438,0,0
200439,200439,"Ctra. de Rubí - C. d'Amposta",Pal,41.47959383,2.06262699,https://app.ambmobilitat.cat/stops/busamb:200439,0,0
200440,200440,"Ctra. de Rubí (Centre Comercial)",Pal,41.48101954,2.05374418,https://app.ambmobilitat.cat/stops/busamb:200440,0,0
112629,112629,"Ajuntament",Pal,41.46651074,2.27967067,https://app.ambmobilitat.cat/stops/busamb:112629,0,0
200441,200441,"Can Barata - Segarra",Pal,41.51486649,2.06288514,https://app.ambmobilitat.cat/stops/busamb:200441,0,0
112628,112628,"Av. Navarra - Av. President Companys",Pal,41.45643184,2.24892048,https://app.ambmobilitat.cat/stops/busamb:112628,0,0
112627,112627,"Alacant - Av. President Companys",Pal,41.45775002,2.24873944,https://app.ambmobilitat.cat/stops/busamb:112627,0,0
