stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
"PF08187186","pol. ind. Can Roqueta (rtda. ITV) (TAD)","",41.53422053783216,2.133074781725855,,,0,,
"PF08260054","ctra. Sabadell (pol. ind. Santiga) (D)","",41.53181652628091,2.141188773871239,,,0,,
"PF08260116","ctra. Sabadell (Can Rectoret) (D)","",41.533238966667675,2.155075654268417,,,0,,
"PF08260115","ctra. Sabadell (Panrico) (D)","",41.5335781154043,2.1583338579831155,,,0,,
"PF08260114","ctra. Sabadell - ctra. Polinyà (D)","",41.53381056506255,2.1667526414657314,,,0,,
"PF08260103","c. Sant Isidre (CEIP Santiga) MB0319","",41.53416655287481,2.174899958517349,,,0,,
"PF08260051","av. Santiga - c. Martí Costa","",41.536890032999885,2.1797650971026052,,,0,,
"PF08260109","av. Jacint Verdaguer - Rambla (D)","",41.53511272167107,2.1837914503186555,,,0,,
"PF08260047","av.Verdaguer - c. Berenguer d'Entença (D) MB0317 PNL","",41.53249262352655,2.1871148848677593,,,0,,
"PF08260044","av. Jacint Verdaguer (rtda. Arbres Blancs) MB0288","",41.53016717810288,2.1894454645380654,,,0,,
"PF08260120","av. Jacint Verdaguer - Camí de la Granja (A)","",41.52812891661987,2.190993183681356,,,0,,
"PF08260048","la Florida (av. 3 - carrer 3) (D)","",41.522734481549776,2.1930499624297206,,,0,,
"PF08260110","la Florida (av. 3 - Estació) (D)","",41.5193525060374,2.1943731538593645,,,0,,
"PF08260062","rtda. ctra. Puigcerdà","",41.51690673689222,2.1943327776988126,,,0,,
"PF08260038","la Florida (av. 3 - Estació) (A)","",41.52030329108141,2.1944464549571365,,,0,,
"PF08260039","la Florida (av. 3 - carrer 3) (A)","",41.52313960689022,2.1930209579680855,,,0,,
"PF08260121","av. Jacint Verdaguer - Camí de la Granja (D)","",41.52850508166927,2.1906888347372497,,,0,,
"PF08260112","av. 11 Setembre (Entrada CIM Vallès) (D)","",41.531339325811295,2.1934591914668866,,,0,,
"PF08260080","CIM Vallès (c. Plomes - carrer F)","",41.53544622542158,2.1921154087858348,,,0,,
"PF08260081","CIM Vallès (c. Calderí - c. Can Banús)","",41.537721913253385,2.1884692882037347,,,0,,
"PF08260084","ctra. Mollet (Alstom)","",41.536791213564506,2.1957418337388157,,,0,,
"PF08124038","rda. Pinetons - rtda. Rellotge (D)","",41.53770191748099,2.2023465996711544,,,0,,
"PF08124086","rda. Pinetons (Hospital de Mollet) (D)","",41.54365886885201,2.2015008012459543,,,0,,
"PF08124012","pl. Can Borrell MB0360 PNL","",41.545739660633934,2.205417648789333,,,0,,
"PF08124036","av. Rívoli - c. Jaume Coll MB0361","",41.546176959959794,2.2067869216870055,,,0,,
"PF08124105","av. Rívoli (CAP Plana Lledó)","",41.54676033442101,2.2090975545128524,,,0,,
"PF08124031","av. Gaudí - c. Enric Morera (Asepeyo) (D)","",41.54459180482694,2.2173210694021757,,,0,,
"PF08124032","av. Jaume I - c. Palaudàries (farmàcia)","",41.54087426031295,2.2137213048304982,,,0,,
"PF08124101","av. Burgos (Parc de Can Mulà) (D) PNL","",41.53724394613571,2.2110361813830384,,,0,,
"PF08124100","av. Badalona - av. Llibertat","",41.53424018014309,2.210404258245866,,,0,,
"PF08124099","av. Badalona - c. Àngel Guimerà (A)","",41.533554399054445,2.2128530016757137,,,0,,
"PF08209058","c. Barcelona - Rec del Molí (Can Quelet) (A)","",41.52848950233675,2.22437230312646,,,0,,
"PF08209053","ctra. Conreria (Parc Sant Jordi) (A)parada bus","",41.52673440060503,2.2272447794965,,,0,,
