route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
1710,185237,1586031,,,0,,,
1383,184732,1593351,,,1,,,
1383,184732,1593353,,,1,,,
1383,184732,1593358,,,1,,,
1383,184735,1593367,,,1,,,
0663,184749,1590135,,,1,,,
0663,185380,1590165,,,1,,,
0160,184994,1586224,,,1,,,
0756,185086,1586237,,,0,,,
0756,185086,1586238,,,0,,,
1706,186197,1593859,,,0,,,
0663,184749,1590187,,,0,,,
0663,184735,1590188,,,0,,,
0232,184732,1590209,,,0,,,
0184,184732,1586303,,,1,,,
0056,185086,1586320,,,0,,,
1631,184732,1586373,,,1,,,
1631,184732,1586376,,,1,,,
1631,184732,1586379,,,1,,,
1631,185467,1586383,,,1,,,
1087,185086,1591215,,,0,,,
1087,185086,1591224,,,0,,,
1008,186113,1591249,,,1,,,
0803,184732,1591268,,,0,,,
0063,185086,1593534,,,1,,,
1680,184994,1593569,,,0,,,
0063,184889,1593574,,,0,,,
0247,184994,1590354,,,0,,,
0762,185048,1590385,,,0,,,
0787,185086,1590404,,,0,,,
0026,185086,1590412,,,0,,,
1701,185467,1590432,,,0,,,
1728,184732,1590481,,,1,,,
1728,184732,1590484,,,1,,,
1728,184732,1590486,,,1,,,
0751,184732,1586540,,,1,,,
0715,186176,1586555,,,0,,,
0170,184683,1591289,,,1,,,
0170,184683,1591300,,,1,,,
1309,184735,1591428,,,0,,,
1706,186197,1593646,,,1,,,
1706,186197,1593648,,,1,,,
1706,186197,1593660,,,1,,,
0968,184735,1593768,,,0,,,
0151,185331,1584294,,,1,,,
0151,185331,1584296,,,1,,,
0177,184928,1584362,,,1,,,
0588,184735,1584363,,,0,,,
0588,184732,1584371,,,1,,,
0588,184732,1584375,,,1,,,
0524,184732,1586613,,,1,,,
0524,184732,1586623,,,0,,,
0524,184732,1586624,,,0,,,
0524,184732,1586626,,,0,,,
0524,184732,1586632,,,0,,,
0568,184749,1586666,,,0,,,
0568,184870,1586667,,,0,,,
0158,184994,1586712,,,0,,,
0520,184862,1586728,,,1,,,
0465,184732,1591525,,,0,,,
1030,184994,1591535,,,0,,,
1800,184766,1591561,,,0,,,
1107,185086,1591581,,,1,,,
1107,185209,1591584,,,1,,,
0170,185547,1591595,,,0,,,
0231,184732,1588219,,,0,,,
1662,184732,1588302,,,0,,,
0649,185380,1584419,,,0,,,
0649,185380,1584420,,,0,,,
1675,184994,1584532,,,0,,,
1682,184994,1584534,,,0,,,
1131,184862,1584540,,,0,,,
0479,185086,1584562,,,0,,,
0479,184862,1584563,,,0,,,
0520,184941,1586754,,,0,,,
0663,185377,1586814,,,1,,,
0663,185377,1586824,,,1,,,
0663,184735,1586874,,,1,,,
0663,184735,1586882,,,1,,,
1129,184862,1586889,,,0,,,
1661,184870,1586892,,,0,,,
1737,184994,1586899,,,1,,,
1737,184994,1586901,,,1,,,
1737,184732,1586902,,,1,,,
1737,184994,1586904,,,1,,,
1737,184994,1586905,,,1,,,
1283,185080,1591677,,,1,,,
1728,184732,1591694,,,0,,,
1729,184994,1591695,,,1,,,
1728,184732,1591728,,,0,,,
1656,184771,1588339,,,0,,,
1656,184771,1588340,,,0,,,
1656,184771,1588358,,,0,,,
0412,185255,1588370,,,1,,,
1800,184766,1588391,,,1,,,
0412,185287,1588408,,,0,,,
0412,185255,1588412,,,0,,,
0257,184732,1584624,,,0,,,
0050,185380,1586995,,,1,,,
0022,184814,1591821,,,0,,,
1586,185380,1591903,,,1,,,
0647,184732,1588507,,,1,,,
0647,184732,1588512,,,0,,,
0968,184735,1588574,,,0,,,
1283,185380,1588593,,,1,,,
1283,184749,1588603,,,0,,,
1763,184732,1588606,,,1,,,
1763,184732,1588608,,,1,,,
1763,184732,1588616,,,0,,,
1424,184732,1584817,,,1,,,
1493,185529,1584822,,,1,,,
0326,184749,1584851,,,1,,,
0749,185175,1584856,,,0,,,
0756,185086,1587193,,,1,,,
1009,184732,1587205,,,1,,,
1800,184766,1591972,,,0,,,
0170,185547,1591981,,,0,,,
1726,185620,1592011,,,1,,,
1729,184994,1592034,,,0,,,
1729,184732,1592040,,,0,,,
1763,184732,1588643,,,0,,,
0717,185052,1588684,,,1,,,
0717,185052,1588691,,,0,,,
0326,184862,1584894,,,0,,,
0326,184732,1584898,,,0,,,
0479,184862,1585007,,,0,,,
0479,185086,1585022,,,1,,,
0479,184732,1585035,,,1,,,
1009,184732,1587245,,,0,,,
0762,185048,1587254,,,0,,,
0669,184732,1587300,,,0,,,
0669,184732,1587302,,,1,,,
0647,184732,1587333,,,0,,,
1729,184994,1592075,,,0,,,
1114,184732,1592086,,,1,,,
0223,184732,1588824,,,0,,,
0284,184732,1588832,,,0,,,
1586,185380,1588839,,,1,,,
1586,185380,1588848,,,1,,,
0248,184732,1585169,,,1,,,
0717,185052,1587460,,,0,,,
0420,185380,1587468,,,0,,,
0170,184683,1592279,,,0,,,
0170,184683,1592280,,,0,,,
1427,184732,1592337,,,1,,,
0663,185377,1592342,,,1,,,
0968,184749,1589037,,,0,,,
0968,184749,1589038,,,0,,,
0968,184749,1589040,,,0,,,
0968,184732,1589043,,,0,,,
0968,184732,1589056,,,0,,,
0968,184732,1589062,,,0,,,
0968,184732,1589074,,,0,,,
0968,184732,1589077,,,0,,,
0968,184732,1589081,,,0,,,
1512,184732,1585289,,,1,,,
1424,184732,1585294,,,0,,,
0377,184814,1587549,,,0,,,
0008,185086,1587628,,,0,,,
0776,184994,1587655,,,1,,,
0317,184994,1587658,,,1,,,
0290,184994,1587660,,,0,,,
0193,186023,1587668,,,0,,,
1383,184732,1592526,,,1,,,
1383,184732,1592533,,,0,,,
1383,184732,1592537,,,0,,,
0968,184732,1589110,,,1,,,
0968,184732,1589115,,,1,,,
0968,184732,1589122,,,1,,,
0968,184732,1589123,,,1,,,
0968,184732,1589124,,,0,,,
0968,184732,1589126,,,0,,,
1383,184735,1589182,,,0,,,
0717,185052,1589216,,,1,,,
0160,184994,1587700,,,0,,,
0609,184994,1587728,,,0,,,
0843,184659,1587747,,,0,,,
0853,184889,1587755,,,1,,,
0862,184994,1587765,,,1,,,
1659,184870,1587812,,,1,,,
1659,184870,1587814,,,1,,,
1383,184732,1592541,,,0,,,
1383,184732,1592543,,,0,,,
1383,184732,1592559,,,0,,,
1383,184735,1592563,,,0,,,
1404,184994,1592590,,,0,,,
0151,185331,1592664,,,0,,,
0151,185331,1592670,,,0,,,
1008,186065,1592673,,,1,,,
1008,186065,1592681,,,1,,,
0410,185675,1589274,,,1,,,
0410,185675,1589285,,,0,,,
0410,185675,1589295,,,0,,,
0151,185331,1589336,,,0,,,
1114,184732,1589358,,,0,,,
0968,184732,1589385,,,1,,,
0928,184732,1684942,,,1,,,
0928,184732,1684943,,,0,,,
1631,185467,1585629,,,0,,,
0896,184994,1587844,,,1,,,
1087,184862,1592809,,,1,,,
1087,185086,1589438,,,1,,,
1626,184750,1589542,,,1,,,
0115,185677,1685576,,,1,,,
0115,185677,1685577,,,0,,,
1869,185801,1610895,,,0,,,
1546,185237,1611668,,,0,,,
1546,185237,1611672,,,0,,,
1546,185237,1611677,,,1,,,
1624,186050,1610345,,,1,,,
1624,186096,1610349,,,1,,,
1624,186101,1610360,,,1,,,
1624,186096,1610371,,,1,,,
1624,186101,1610383,,,1,,,
1624,186093,1610384,,,1,,,
1872,185922,1611809,,,0,,,
1872,185922,1611811,,,0,,,
1624,186096,1610404,,,1,,,
1541,185080,1610431,,,1,,,
1541,185380,1610432,,,1,,,
1541,185380,1610448,,,1,,,
1541,185380,1610453,,,1,,,
1541,185380,1610456,,,1,,,
1541,185080,1610459,,,1,,,
1541,185380,1610463,,,1,,,
1541,185380,1610481,,,1,,,
1541,185380,1610487,,,1,,,
1541,185380,1610488,,,1,,,
0662,184732,1610616,,,1,,,
0174,184785,1684880,,,0,,,
0174,185657,1684883,,,1,,,
0174,185657,1684884,,,1,,,
0662,184749,1610629,,,1,,,
0662,184777,1610631,,,0,,,
0174,185657,1684870,,,0,,,
0174,185657,1684871,,,1,,,
1869,185801,1610842,,,1,,,
1869,185801,1610855,,,1,,,
1869,185801,1610856,,,1,,,
1869,185801,1610858,,,1,,,
1869,185801,1610859,,,1,,,
1869,185801,1610876,,,1,,,
1869,185801,1610880,,,1,,,
1869,185801,1610883,,,1,,,
1869,185801,1610907,,,0,,,
1869,185801,1610913,,,0,,,
1869,185801,1610924,,,0,,,
0056,184994,1608094,,,0,,,
1838,184732,1611031,,,1,,,
0331,185081,1611065,,,1,,,
0331,185081,1611067,,,0,,,
0663,185377,1608193,,,1,,,
0663,185377,1608202,,,1,,,
0326,184735,1608226,,,1,,,
0524,184735,1608237,,,1,,,
0524,184735,1608239,,,1,,,
0524,184735,1608250,,,1,,,
0524,184735,1608251,,,1,,,
0524,184735,1608269,,,1,,,
0807,184732,1611479,,,1,,,
0807,184994,1611481,,,1,,,
1283,185080,1608397,,,0,,,
1737,184994,1608411,,,0,,,
1737,184994,1608423,,,0,,,
1833,184732,1608481,,,1,,,
0174,184785,1684798,,,0,,,
1869,185801,1610873,,,1,,,
1511,184994,1611593,,,1,,,
0803,184732,1609009,,,1,,,
0803,184749,1609021,,,0,,,
0096,185377,1609046,,,0,,,
1847,184862,1609129,,,1,,,
1847,186278,1609131,,,0,,,
1848,184862,1609140,,,1,,,
1848,184862,1609144,,,0,,,
1755,184777,1609216,,,0,,,
1755,184777,1609218,,,0,,,
0174,185657,1684811,,,1,,,
0174,185657,1684812,,,0,,,
0174,184785,1684814,,,1,,,
0174,185657,1684816,,,0,,,
0174,185657,1684817,,,1,,,
0174,184785,1684820,,,1,,,
0174,185657,1684822,,,0,,,
1757,184732,1609405,,,1,,,
1835,184732,1610515,,,1,,,
0026,184732,1609494,,,1,,,
0174,185657,1684826,,,1,,,
0174,185657,1684847,,,1,,,
0174,185657,1684848,,,0,,,
0174,185657,1684854,,,0,,,
0174,185657,1684858,,,0,,,
0174,185657,1684860,,,0,,,
1283,185380,1609601,,,0,,,
1283,185380,1609606,,,0,,,
1283,185380,1609607,,,0,,,
1016,184732,1673720,,,0,,,
0585,184732,1673765,,,0,,,
0585,184732,1673766,,,1,,,
0585,184732,1673781,,,0,,,
0585,184732,1673785,,,0,,,
0585,184732,1673786,,,1,,,
1045,186201,1673807,,,0,,,
1045,186201,1673818,,,0,,,
0626,185331,1677524,,,1,,,
0011,185086,1679004,,,0,,,
1045,186201,1673825,,,1,,,
1045,186201,1673828,,,0,,,
1045,185632,1673841,,,0,,,
1045,186201,1673861,,,0,,,
1045,186201,1673868,,,0,,,
1045,186201,1673877,,,1,,,
1045,186201,1673888,,,0,,,
1049,184732,1673917,,,0,,,
1049,184732,1673918,,,1,,,
1049,184732,1673919,,,0,,,
1049,184732,1673920,,,1,,,
1049,184732,1673921,,,0,,,
1610,185086,1677630,,,1,,,
1610,185086,1677632,,,1,,,
1610,184732,1677633,,,1,,,
1610,185086,1677637,,,1,,,
1610,184862,1677644,,,1,,,
1610,184732,1677676,,,1,,,
1859,185380,1671910,,,0,,,
1066,184732,1674031,,,1,,,
1066,184732,1674032,,,0,,,
1066,184732,1674035,,,1,,,
1066,184732,1674044,,,0,,,
0432,185380,1674061,,,1,,,
1610,184862,1677681,,,1,,,
1767,185086,1672073,,,1,,,
1767,185086,1672078,,,1,,,
1148,185900,1675867,,,1,,,
0891,184870,1674222,,,1,,,
0900,185331,1674240,,,0,,,
0900,185331,1674242,,,0,,,
0906,185380,1674258,,,1,,,
0906,185377,1674260,,,1,,,
1076,185380,1674360,,,1,,,
1076,185380,1674388,,,1,,,
1076,185380,1674407,,,0,,,
1076,185380,1674414,,,0,,,
1076,185380,1674422,,,0,,,
1076,185380,1674436,,,0,,,
1076,185380,1674442,,,0,,,
1619,184732,1676172,,,0,,,
1619,184732,1676182,,,1,,,
1619,184732,1676189,,,0,,,
1619,184732,1676196,,,1,,,
1619,184732,1676199,,,0,,,
1619,184732,1676201,,,0,,,
1619,184732,1676205,,,1,,,
1200,185331,1676424,,,0,,,
1810,186143,1672843,,,1,,,
1839,184732,1672862,,,1,,,
1089,185380,1674898,,,1,,,
1089,185086,1674903,,,1,,,
1089,185086,1674916,,,1,,,
1089,185086,1674924,,,1,,,
1089,185086,1674926,,,1,,,
0375,184732,1678492,,,0,,,
0375,184732,1678500,,,0,,,
1112,185022,1675019,,,0,,,
0129,184732,1675027,,,1,,,
0129,184732,1675032,,,1,,,
0129,184732,1675034,,,0,,,
0129,184732,1675037,,,0,,,
0129,184732,1675042,,,0,,,
0129,184732,1675045,,,1,,,
0129,184732,1675052,,,1,,,
0129,184732,1675053,,,0,,,
0129,184732,1675069,,,1,,,
0129,184732,1675078,,,1,,,
0129,184732,1675080,,,1,,,
0129,184732,1675082,,,1,,,
1100,185380,1676698,,,1,,,
1100,185380,1676702,,,1,,,
