service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,name
185709,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes feiners. De l'1/11 a diumenge de Rams"
185714,0,0,0,0,0,0,0,20250601,20260601,"Festius. De l'1/11 a diumenge de Rams"
185712,0,0,0,0,0,0,0,20250601,20260601,"Festius. De diumenge de Rams al 31/10"
185720,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius de diumenge de Rams al 31/10"
184700,0,0,0,0,0,0,0,20250601,20260601,"Dilluns i dimarts lectius"
186752,0,0,0,0,0,0,0,20250601,20260601,"dilluns, dimarts i dijous feiners"
184710,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres i diumenges"
184709,0,0,0,0,0,0,0,20250601,20260601,"Dimarts i dijous feiners"
184717,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 02/05 al 25/10, Setmana Santa i  Setmana Posterior"
184730,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimarts i dijous lectius"
184731,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimarts, dimecres i divendres feiners"
185755,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a dijous feiners no lectius"
184734,0,0,0,0,0,0,0,20250601,20260601,"Dijous feiners excepte agost i excepte vacances de Nadal i Setmana Santa"
185758,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimarts, dimecres i divendres feiners excepte agost"
184735,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes feiners"
184732,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners"
185757,0,0,0,0,0,0,0,20250601,20260601,"Dijous feiners excepte agost"
184736,0,0,0,0,0,0,0,20250601,20260601,"Diumenges del 7/09 al 22/06"
185761,0,0,0,0,0,0,0,20250601,20260601,"Festius excepte 25 i 26 de desembre  i 01/01 "
186789,0,0,0,0,0,0,0,20250601,20260601,"dissabtes, diumenges, festius i dies de vacances escolars, durant la temporada d'esquí"
184750,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/06 al 25/09"
186798,0,0,0,0,0,0,0,20250601,20260601,"Dimarts feiners del 1/09 al 30/06"
186799,0,0,0,0,0,0,0,20250601,20260601,"Dies feiners del 1/07 al 31/08"
184749,0,0,0,0,0,0,0,20250601,20260601,"Festius"
184753,0,0,0,0,0,0,0,20250601,20260601,"Diari. De l'1/11 al 28/02 excepte 25/12 i 1/1"
184757,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 13/09 al 19/06 excepte 25/12 i 1/1"
184760,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 02/05 al 25/10"
184761,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes tot l'any i feiners d'agost"
184766,0,0,0,0,0,0,0,20250601,20260601,"Feiners excepte agost"
184767,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners vacances estiu"
184765,0,0,0,0,0,0,0,20250601,20260601,"Diari excepte juliol i agost"
185789,0,0,0,0,0,0,0,20250601,20260601,"Dimecres feiners del 30/06 a l'1/09"
184771,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius tot l'any i diari el mes d'agost"
184769,0,0,0,0,0,0,0,20250601,20260601,"Feiners de dilluns a divendres no lectius i dissabtes tot l'any"
184777,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i diumenges"
185801,0,0,0,0,0,0,0,20250601,20260601,"Feiners. Del 23/06 a l'11/09"
184786,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 15/9 al 22/6 i diari del 23/06 al 14/09 "
185810,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 14/06 al 7/09"
185808,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 26/10 a l'1/05"
184785,0,0,0,0,0,0,0,20250601,20260601,"Feiners. Del 02/05 al 30/10"
185814,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 12/09 al 27/06"
185813,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte del 22/06 al 31/08"
184794,0,0,0,0,0,0,0,20250601,20260601,"Divendres, dissabtes i diumenges"
185830,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes, diumenges i festius temporada d'esquí"
184806,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/11 al 30/04"
185831,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres temporada d'esquí"
184811,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 15/09 al 30/06 excepte Nadal i Setmana Santa."
184814,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes"
186862,0,0,0,0,0,0,0,20250601,20260601,"Diari, del 01/07 al 30/09"
186863,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a dijous feiners, del 01/07 al 30/09"
184815,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners durant vacances escolars d'estiu, Nadal i Set.Santa"
186860,0,0,0,0,0,0,0,20250601,20260601,"Diari de l'1 al 30 de juny"
186861,0,0,0,0,0,0,0,20250601,20260601,"de dilluns a divendres feiners de l'1/06 al 30/06"
185842,0,0,0,0,0,0,0,20250601,20260601,"Dimecres feiners excepte de l'1/07 al 15/09"
186867,0,0,0,0,0,0,0,20250601,20260601,"Diari, del 23/06 al 30/09"
184816,0,0,0,0,0,0,0,20250601,20260601,"Dimarts, dimecres, dijous i divendres lectius"
186864,0,0,0,0,0,0,0,20250601,20260601,"Divendres feiners, del 01/07 al 30/09"
184817,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte vacances d'estiu, Nadal i Setmana Santa."
186865,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes, diumenges i festius, del 01/07 al 30/09"
184822,0,0,0,0,0,0,0,20250601,20260601,"Dilluns i dimecres feiners"
186868,0,0,0,0,0,0,0,20250601,20260601,"Diari, del 23/06 al 30/06 i del 16/09 al 30/09"
184821,0,0,0,0,0,0,0,20250601,20260601,"Dimarts, dijous i divendres feiners"
186875,0,0,0,0,0,0,0,20250601,20260601,"Diari. de l'1 de juliol a l'11 de setembre"
184824,0,0,0,0,0,0,0,20250601,20260601,"Dimecres i dissabtes feiners"
186878,0,0,0,0,0,0,0,20250601,20260601,"Festius de l'1/10 al 31/05"
186879,0,0,0,0,0,0,0,20250601,20260601,"Festius de l'1/06 al 30/09"
185852,0,0,0,0,0,0,0,20250601,20260601,"Nits de diumenge a dijous"
186876,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte de l'1/07 a l'11/09"
186877,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes feiners de l'1/06 al 30/09"
184834,0,0,0,0,0,0,0,20250601,20260601,"Dimarts feiners d'agost"
186882,0,0,0,0,0,0,0,20250601,20260601,"Diumenges i festius de juliol i agost"
186881,0,0,0,0,0,0,0,20250601,20260601,"Diumenges i festius"
186887,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimarts, dijous i divendres feiners d'agost"
184839,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimarts i dimecres lectius"
185866,0,0,0,0,0,0,0,20250601,20260601,"Feiners. De l'1/01 al 15/06 i del 12/09 al 31/12"
185867,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 20/06 a l'11/09"
186891,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 12/09 al 23/06"
186889,0,0,0,0,0,0,0,20250601,20260601,"Diari. De l'1/09 al 30/06."
186894,0,0,0,0,0,0,0,20250601,20260601,"Divendres, dissabtes, diumenges i festius"
184846,0,0,0,0,0,0,0,20250601,20260601,"Feiners. De l'1/05 i 30/09"
184847,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius de l'1/11 al 30/04"
186892,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 24/06 a l'11/09"
186893,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a dissabtes feiners."
186898,0,0,0,0,0,0,0,20250601,20260601,"dissabtes, diumenges, festius i vacances escolars temporada d'esquí"
186899,0,0,0,0,0,0,0,20250601,20260601,"feiners servei extraordinari Bus de la neu"
184853,0,0,0,0,0,0,0,20250601,20260601,"Dimarts i divendres lectius"
186907,0,0,0,0,0,0,0,20250601,20260601,"Divendres Sant"
184862,0,0,0,0,0,0,0,20250601,20260601,"Diari"
186910,0,0,0,0,0,0,0,20250601,20260601,"Diari. de l'1 al 10 d'abril"
185886,0,0,0,0,0,0,0,20250601,20260601,"Circula el 22 de gener (Festa Major de Prats de Lluçanès)"
186908,0,0,0,0,0,0,0,20250601,20260601,"Diari. del 26/03 al 24/06"
184861,0,0,0,0,0,0,0,20250601,20260601,"Diumenges del 5/5 al 25/10"
186909,0,0,0,0,0,0,0,20250601,20260601,"dilluns, dimecres, dijous i dissabtes feiners"
186914,0,0,0,0,0,0,0,20250601,20260601,"Lectius i de dilluns a divendres feiners la S. Santa i les vacances de Nadal"
184866,0,0,0,0,0,0,0,20250601,20260601,"Dimarts i divendres feiners"
186915,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres no lectius excepte S. Santa i vacances Nadal"
184867,0,0,0,0,0,0,0,20250601,20260601,"Dimarts, dijous i dissabtes feiners"
185891,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners no lectius i dimecres, dijous i divendres feiners lectius"
186912,0,0,0,0,0,0,0,20250601,20260601,"Diari. del 6/04 al 10/04"
186913,0,0,0,0,0,0,0,20250601,20260601,"Diari. de l'1/05 al 30/06"
184870,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners no lectius"
186918,0,0,0,0,0,0,0,20250601,20260601,"dissabtes, diumenges i festius"
185894,0,0,0,0,0,0,0,20250601,20260601,"Divendres i dissabtes"
186919,0,0,0,0,0,0,0,20250601,20260601,"Circula l'1 de novembre"
184868,0,0,0,0,0,0,0,20250601,20260601,"Dimecres feiners d'agost"
185893,0,0,0,0,0,0,0,20250601,20260601,"Festius. De l'1/07 al 31/08"
186917,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/04 al 31/05"
185898,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 16/10 al 30/04"
186922,0,0,0,0,0,0,0,20250601,20260601,"Diari. del 25/06 al 3/09"
186923,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/09 al 30/09"
186920,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 23/06 al 10/09"
186921,0,0,0,0,0,0,0,20250601,20260601,"Diari. de l'1/04 al 28/10"
185897,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 7/09 al 15/10 i de l'1/05 al 26/06"
186926,0,0,0,0,0,0,0,20250601,20260601,"Diari el mes d'agost i dissabtes i festius de setembre a desembre"
184878,0,0,0,0,0,0,0,20250601,20260601,"Dilluns i dijous feiners"
186927,0,0,0,0,0,0,0,20250601,20260601,"Diari el mes d'agost i dissabtes i festius de setembre a octubre"
185900,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 7/09 al 15/10 i de l'1/05 al 26/06"
186924,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius de l'1/09 al 30/09"
186925,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius de tot l'any i diari juliol i agost"
184882,0,0,0,0,0,0,0,20250601,20260601,"Diari. Del 2/05 al 25/10"
186930,0,0,0,0,0,0,0,20250601,20260601,"de dilluns a divendres feiners durant els mesos de juliol i agost"
186931,0,0,0,0,0,0,0,20250601,20260601,"de dilluns a divendres feiners de setembre a juny"
184883,0,0,0,0,0,0,0,20250601,20260601,"Festius. De l'1/09 al 30/06"
186928,0,0,0,0,0,0,0,20250601,20260601,"Diari. del 25/06 al 28/10"
186929,0,0,0,0,0,0,0,20250601,20260601,"Diari, del 23/06 al 30/09 i del 12/10 al 15/10"
185905,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius de l'1/05-30/09"
184886,0,0,0,0,0,0,0,20250601,20260601,"Dimarts feiners"
186934,0,0,0,0,0,0,0,20250601,20260601,"Diari. del 14/07 al 24/09"
184887,0,0,0,0,0,0,0,20250601,20260601,"Primer dilluns de cada mes"
186932,0,0,0,0,0,0,0,20250601,20260601,"de dilluns a divendres feiners de setembre a juny excepte segona setmana de setembre i setmana de Nadal"
185914,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners no lectius excepte agost"
186938,0,0,0,0,0,0,0,20250601,20260601,"Del 7 al 10 de setembre"
186939,0,0,0,0,0,0,0,20250601,20260601,"Diari. De l'1/05 al 31/10"
186936,0,0,0,0,0,0,0,20250601,20260601,"Dijous i divendres feiners no lectius"
184889,0,0,0,0,0,0,0,20250601,20260601,"Dimecres feiners"
186937,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimarts i dimecres feiners no lectius"
185913,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius de l'1/10 al 30/04"
185918,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimecres i divendres feiners de l'1/07 a 31/08"
186942,0,0,0,0,0,0,0,20250601,20260601,"caps de setmana i festius d'octubre, novembre, abril i maig"
186943,0,0,0,0,0,0,0,20250601,20260601,"dilluns, dijous i divendres feiners"
185922,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius"
186946,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de la 2a i 3a setmanes d'agost"
185923,0,0,0,0,0,0,0,20250601,20260601,"Diari excepte dissabtes feiners"
184899,0,0,0,0,0,0,0,20250601,20260601,"Diumenges"
186944,0,0,0,0,0,0,0,20250601,20260601,"dimarts i dimecres feiners"
184896,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimecres i divendres feiners no lectius"
186945,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte la 2a i la 3a setmanes d'agost"
185921,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte els dijous feiners de 30/06 a 01/09"
186950,0,0,0,0,0,0,0,20250601,20260601,"Dilluns del 29 d'octubre al 30 de març"
185927,0,0,0,0,0,0,0,20250601,20260601,"Feiners no lectius"
186951,0,0,0,0,0,0,0,20250601,20260601,"Divendres del 29 d'octubre al 30 de març"
186948,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte del 15/7 al 5/9, Nadal (26 al 31/12) i Setmana Santa"
186949,0,0,0,0,0,0,0,20250601,20260601,"Dilluns i dissabtes del 29 d'octubre al 30 de març"
186954,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes del 29 d'octubre al 30 de març"
184904,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte juliol i agost"
186952,0,0,0,0,0,0,0,20250601,20260601,"Diumenges del 29 d'octubre al 30 de març"
186953,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, divendres i diumenges del 29 d'octubre al 30 de març"
185934,0,0,0,0,0,0,0,20250601,20260601,"Dilluns, dimarts, dijous i divendres feiners "
184910,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/09 al 31/07"
186958,0,0,0,0,0,0,0,20250601,20260601,"feiners de juliol i agost de 2023"
186959,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a dijous feiners del 16/09 al 31/05"
184911,0,0,0,0,0,0,0,20250601,20260601,"Feiners. Del 13/09 al 19/06  "
186956,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius del 04/11 al 11/10"
185933,0,0,0,0,0,0,0,20250601,20260601,"Dimarts feiners i els dimecres durant període escolar"
186957,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius del 6/04 al 6/10"
186962,0,0,0,0,0,0,0,20250601,20260601,"De divendres a dilluns i festius de l'1/09 al 30/09"
186963,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners del 8/09 al 31/05"
186960,0,0,0,0,0,0,0,20250601,20260601,"Divendres feiners del 16/09 al 31/05"
186961,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/06 al 15/09"
186966,0,0,0,0,0,0,0,20250601,20260601,"de divendres a dilluns i festius del 23/03 al 31/05 i de l'1/10 al 31/10"
186967,0,0,0,0,0,0,0,20250601,20260601,"de divendres a dilluns i festius de l'1/06 al 30/06"
186964,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/06 al 27/07"
186965,0,0,0,0,0,0,0,20250601,20260601,"Dilluns i dijous feiners excepte mesos de juliol i agost"
185941,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners excepte les vacances escolars d'estiu"
186970,0,0,0,0,0,0,0,20250601,20260601,"Diari. de l'1/07 al 31/07"
186971,0,0,0,0,0,0,0,20250601,20260601,"Diari. del 2/05 al 27/10"
186969,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners de l'1/10 al 31/10"
184928,0,0,0,0,0,0,0,20250601,20260601,"Dilluns feiners del 2/05 al 25/10"
184929,0,0,0,0,0,0,0,20250601,20260601,"Dilluns feiners"
186983,0,0,0,0,0,0,0,20250601,20260601,"De dilluns a divendres feiners d'agost excepte la 1a setmana"
184938,0,0,0,0,0,0,0,20250601,20260601,"Dimarts i dijous"
184939,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes feiners de juliol i agost"
186984,0,0,0,0,0,0,0,20250601,20260601,"Dissabtes i festius excepte diumenges"
186985,0,0,0,0,0,0,0,20250601,20260601,"Del 28/10 a l'1/11"
